Title,Company,Location,Apply 
b'C++ Engineer',b'Pico',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/c%2B%2B-engineer-at-pico-3392200548?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=YSGKi2NTRAtqWGMduvVLSQ%3D%3D&position=12&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Internship Program: Strategy & Consulting Edition (CN)',b'Accenture Poland',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/internship-program-strategy-consulting-edition-cn-at-accenture-poland-3392420328?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=WRdVGVyVrzvBLznaTneEBA%3D%3D&position=13&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Sales Manager',b'Neurons Lab',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/sales-manager-at-neurons-lab-3399760393?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=FlKj8b0FHJMUIALcS%2BrfUA%3D%3D&position=14&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Python developer with DevOps',b'Luxoft Poland',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/python-developer-with-devops-at-luxoft-poland-3404233788?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=VZsZ9jPEPofpTQssLNUNwQ%3D%3D&position=15&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Microsoft Data Engineer (mo\xc5\xbcliwo\xc5\x9b\xc4\x87 pracy 100% zdalnej)',b'Accenture Poland',"b'\xc5\x81\xc3\xb3d\xc5\xba, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/microsoft-data-engineer-mo%C5%BCliwo%C5%9B%C4%87-pracy-100%25-zdalnej-at-accenture-poland-3367846470?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=V8U5YfGL1a7FokgyMaWUUw%3D%3D&position=16&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Algorithms Software Engineer',b'Mend',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/algorithms-software-engineer-at-mend-3092084328?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=ZDvnJObWt1INnAiVFS890w%3D%3D&position=17&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Remote Data Scientist Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-scientist-jobs-at-turing-3390725850?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=MmyOyW8lLh5hiXA3jAqg5Q%3D%3D&position=18&pageNum=16&trk=public_jobs_jserp-result_search-card'
"b'Data Visualization Engineer (Katowice, Wroc\xc5\x82aw, Warszawa)'",b'EY',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-visualization-engineer-katowice-wroc%C5%82aw-warszawa-at-ey-3305921914?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=iM7Q7Km6plwg4vuNtzAcwQ%3D%3D&position=19&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Data Engineer / Quantitative Analyst',b'Jobs via eFinancialCareers',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-quantitative-analyst-at-jobs-via-efinancialcareers-3400910735?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=T52LYZX97Qklli9b5DoIYg%3D%3D&position=20&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Data Developer',b'NATEK',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-developer-at-natek-3379069111?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=FxR7eYlrBsVLbtyOrWf0tQ%3D%3D&position=21&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Cloud (Azure) Data Engineer',b'IT Professionals',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/cloud-azure-data-engineer-at-it-professionals-3403809458?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=t%2FV0epROkEuJUJOp4lLxUg%3D%3D&position=22&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Software Engineer Data Intake (80-100%)',b'SIX',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/software-engineer-data-intake-80-100%25-at-six-3389484918?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=8sZWwnvc%2FWEoeubTyt4cTQ%3D%3D&position=24&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Digital Sales Operation Analyst',b'Capgemini',b'Tarnow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/digital-sales-operation-analyst-at-capgemini-3398125464?refId=MnI6x7e7Ueq4fQux6xL46Q%3D%3D&trackingId=VC%2FtLo%2B8Bf%2FPAQ4Iq4jdCA%3D%3D&position=25&pageNum=16&trk=public_jobs_jserp-result_search-card'
b'Cloud (Azure) Data Engineer',b'IT Professionals',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/cloud-azure-data-engineer-at-it-professionals-3403809458?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=exGaYY%2BLiebzRekHH2S8Sg%3D%3D&position=1&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Software Engineer Data Intake (80-100%)',b'SIX',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/software-engineer-data-intake-80-100%25-at-six-3389484918?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=zrDMbiglozny1ib%2F6rn08Q%3D%3D&position=3&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Digital Sales Operation Analyst',b'Capgemini',b'Tarnow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/digital-sales-operation-analyst-at-capgemini-3398125464?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=uCJMMMQiU3%2FI75TcC5dlWQ%3D%3D&position=4&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Algorithms Software Engineer',b'Mend',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/algorithms-software-engineer-at-mend-3092085201?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=7zbqsGqI531piUdEZYs32g%3D%3D&position=5&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Data Quality Expert - Consumer Panel',b'GfK',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-quality-expert-consumer-panel-at-gfk-3400319481?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=1M5ZmhGYekviJbIBnvXIyw%3D%3D&position=6&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Remote Data Scientist Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-scientist-jobs-at-turing-3390729579?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=49aNFzSWdIQARUcx5zprJw%3D%3D&position=7&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Backend Engineer (ML Infrastructure)',b'FLYR Labs',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/backend-engineer-ml-infrastructure-at-flyr-labs-3172781766?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=flj8kqhDiHUQ5%2BPDoCweEg%3D%3D&position=8&pageNum=17&trk=public_jobs_jserp-result_search-card'
"b'Data Engineer - Krakow, Poland'",b'Nigel Frank International',"b'W Polu, Kujawsko-pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-krakow-poland-at-nigel-frank-international-3376753575?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=OJRbIYE8KjOnE5dxk4XuNg%3D%3D&position=9&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Data Engineer - Azure Needed! Long-term Project!',b'Modis',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-azure-needed%21-long-term-project%21-at-modis-3397702516?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=qwTe1cg156%2FWMyD0ET8oAQ%3D%3D&position=11&pageNum=17&trk=public_jobs_jserp-result_search-card'
"b'Database Engineer, Remote'",b'LivePerson',b'Poland',b'https://pl.linkedin.com/jobs/view/database-engineer-remote-at-liveperson-3335192426?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=NcHUGyX0OPIhMjZHEkcO6Q%3D%3D&position=12&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Knowledge Engineer / Ontologist',b'Schneider Electric',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/knowledge-engineer-ontologist-at-schneider-electric-3400980980?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=r%2FL4TYR%2FPlvMJp7h38Kx7Q%3D%3D&position=13&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Product Content Specialist',b'ECCO Shoes',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/product-content-specialist-at-ecco-shoes-3369784665?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=I3b83MmLhV%2B6QPDvJaDjQA%3D%3D&position=14&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'JUNIOR ADOPS SPECIALIST',b'Listonic - The Smart Shopping List',"b'\xc5\x81\xc3\xb3d\xc5\xba, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/junior-adops-specialist-at-listonic-the-smart-shopping-list-3374751061?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=l9XLM4yoB5wPYyYxVghVWw%3D%3D&position=15&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'International Regulatory - Data Strategy Business Analysis- Senior Associate',b'JPMorgan Chase & Co.',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/international-regulatory-data-strategy-business-analysis-senior-associate-at-jpmorgan-chase-co-3398128484?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=GDWdxqARADsqHy0Nq%2FrMNw%3D%3D&position=16&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Intern in Engagement & Development Team',b'ERGO Technology & Services',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/intern-in-engagement-development-team-at-ergo-technology-services-3399847624?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=HLGGJrQMV5LjOmnAlx%2FlzQ%3D%3D&position=17&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Node.js Engineer',b'Picket Homes',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/node-js-engineer-at-picket-homes-3398119391?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=nEB4goUcN3l1CQLveNgpiQ%3D%3D&position=18&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'IT PMO Specialist',b'ALGOTEQUE Innovation Hub',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/it-pmo-specialist-at-algoteque-innovation-hub-3407400059?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=IX9j7gZiMwcfssg6cI3RlQ%3D%3D&position=19&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Ekspert naukowy ds. obr\xc3\xb3bki danych',b'ITFS',b'Poland',b'https://pl.linkedin.com/jobs/view/ekspert-naukowy-ds-obr%C3%B3bki-danych-at-itfs-sp-z-o-o-3397542735?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=rsbU7UNNaCd35hz2JhzrlA%3D%3D&position=20&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Remote Data Scientist Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-scientist-jobs-at-turing-3390728679?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=bV8FstTO68tnK1tb7Z23Ug%3D%3D&position=21&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Test Automation Engineer (Python)',b'NATEK',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/test-automation-engineer-python-at-natek-3397867932?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=aC%2FeyneAqAyDCRib5Dsk4g%3D%3D&position=22&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Product Designer',"b'Solvd, Inc.'",b'Poland',b'https://pl.linkedin.com/jobs/view/product-designer-at-solvd-inc-3383744291?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=oCkBINaKOP%2Bj9Wt3QVxF6g%3D%3D&position=24&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Senior Python developer (with AWS)',b'Luxoft',b'Poland',b'https://pl.linkedin.com/jobs/view/senior-python-developer-with-aws-at-luxoft-3402809395?refId=xWvlv6iGE1kqVkGbBGwosA%3D%3D&trackingId=%2FCzqhAQV1O2tjVHwCDCcnQ%3D%3D&position=25&pageNum=17&trk=public_jobs_jserp-result_search-card'
b'Analyst/Consultant - Marketing Transformation (CN)',b'Accenture Poland',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/analyst-consultant-marketing-transformation-cn-at-accenture-poland-3344243507?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=WZVaaQnA4XCpTcqH1sgcMQ%3D%3D&position=2&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Remote Data Scientist Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-scientist-jobs-at-turing-3390729576?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=2ncAeqhErQXegmwLQLAdwQ%3D%3D&position=3&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Microsoft Data Engineer (mo\xc5\xbcliwo\xc5\x9b\xc4\x87 pracy 100% zdalnej)',b'Accenture Poland',"b'Katowice, \xc5\x9al\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/microsoft-data-engineer-mo%C5%BCliwo%C5%9B%C4%87-pracy-100%25-zdalnej-at-accenture-poland-3367638148?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=e91nUvvM8DzbmPCdRhtjCw%3D%3D&position=4&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'NATEK',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-at-natek-3394694810?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=BrppExO%2Fx2%2F%2FeP5RrlP8wg%3D%3D&position=5&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Data Specialist',b'Kuehne+Nagel',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-specialist-at-kuehne%2Bnagel-3289246903?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=pufEQJEoUu1BHk3tdSFRjA%3D%3D&position=6&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Solution Delivery Intern - Orpheus',b'McKinsey & Company',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/solution-delivery-intern-orpheus-at-mckinsey-company-3370065157?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=V1tSwD5flJpJkmITGUbEeQ%3D%3D&position=7&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Cloud Engineer',b'Bayer',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/cloud-engineer-at-bayer-sp-z-o-o-3406630894?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=%2B0ItFR0oYxKWA%2Fjau1VQUw%3D%3D&position=9&pageNum=18&trk=public_jobs_jserp-result_search-card'
"b'Global Data Analyst & Automation Coordinator (RPA, VBA, SAP scripting)'",b'Solar Group',"b'\xc5\x81\xc3\xb3d\xc5\xba, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/global-data-analyst-automation-coordinator-rpa-vba-sap-scripting-at-solar-group-3382491398?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=qlXjNW8PlQ06qIRdkgh07g%3D%3D&position=10&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Software Engineer',b'BEC Poland',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/software-engineer-at-bec-poland-3370786496?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=7qX%2FP8h7aOWy%2FHJHIELgWQ%3D%3D&position=11&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Software Quality Assurance Engineer',"b'Woodward, Inc.'","b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/software-quality-assurance-engineer-at-woodward-inc-3402719902?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=QSBxY%2FdX8Kd7PP4uxT45fA%3D%3D&position=12&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Internship Program: Strategy & Consulting Edition (CN)',b'Accenture Poland',"b'\xc5\x81\xc3\xb3d\xc5\xba, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/internship-program-strategy-consulting-edition-cn-at-accenture-poland-3392414967?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=byi8yEIVN6K%2BELgF7tb0ug%3D%3D&position=13&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Programista Backend Python',b'VivaDrive',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/programista-backend-python-at-vivadrive-3402460327?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=XgaL94IbwG24sChnrCUxgA%3D%3D&position=14&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'SAP Business Intelligence Developer (Junior)',"b'Mettler-Toledo International, Inc'","b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/sap-business-intelligence-developer-junior-at-mettler-toledo-international-inc-3370057863?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=FiIYK%2B75X%2Fo7pxoUC%2F7Hyg%3D%3D&position=15&pageNum=18&trk=public_jobs_jserp-result_search-card'
"b'Software Engineer - Java - Warsaw, Poland'",b'GTS',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/software-engineer-java-warsaw-poland-at-gts-3339529520?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=SCHgi%2FTXfiBqvJEeB1fIGw%3D%3D&position=16&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Data Analyst with French',b'Capgemini',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-analyst-with-french-at-capgemini-3379177987?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=4nM1Vyf4CcN9Rn6G%2F13Iow%3D%3D&position=20&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Application Developer (Webcon BPS)',b'Silky Coders',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/application-developer-webcon-bps-at-silky-coders-3389148774?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=nFPbNVh6e812b2C0GwnhtA%3D%3D&position=22&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Data Developer for Data Management Solutions',b'BEC Poland',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-developer-for-data-management-solutions-at-bec-poland-3367154284?refId=AkNo4ww4QYeqDt4Yx5yvMw%3D%3D&trackingId=InUXKavyH5jFlczCFIWCpA%3D%3D&position=24&pageNum=18&trk=public_jobs_jserp-result_search-card'
b'Remote Data Scientist Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-scientist-jobs-at-turing-3390725856?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=gdpfUhWD478tU7dhZrSPYQ%3D%3D&position=1&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Data Structure Designer (CN)',b'Accenture Poland',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/data-structure-designer-cn-at-accenture-poland-2936788104?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=799uDWXcFLU5G1Z9O8mrMw%3D%3D&position=2&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Remote Data Scientist Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-scientist-jobs-at-turing-3390725849?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=c1W%2BSoglTpff43CerDV%2Fmg%3D%3D&position=4&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Invoicing Analyst',b'Capgemini',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/invoicing-analyst-at-capgemini-3379182375?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=F9VLzsHsGZsQUyzIwSuibA%3D%3D&position=5&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Big Data Project Manager',b'Gemius',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/big-data-project-manager-at-gemius-3405233294?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=GLz4LInyBV431KGImTWipA%3D%3D&position=6&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Software Developer',b'GE Aerospace',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/software-developer-at-ge-aerospace-3378935859?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=ZBPW%2Bha9Pk3Yt%2FNZVmIbaA%3D%3D&position=7&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Analityk Biznesowo-Systemowy',b'P&P Solutions Sp. z o.o.',"b'Bia\xc5\x82ystok, Podlaskie, Poland'",b'https://pl.linkedin.com/jobs/view/analityk-biznesowo-systemowy-at-p-p-solutions-sp-z-o-o-3396208400?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=TFHk53h1%2FsNpy3llXO3w5g%3D%3D&position=8&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Continuous Improvement Project Engineer',b'Ardagh Group',"b'Radomsko, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/continuous-improvement-project-engineer-at-ardagh-group-3383528106?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=KE%2FkFAW0i6kIpcVdQMNcpA%3D%3D&position=9&pageNum=19&trk=public_jobs_jserp-result_search-card'
"b'Regulatory and Medical Affairs Specialist, Health'",b'Reckitt',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/regulatory-and-medical-affairs-specialist-health-at-reckitt-3338682795?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=1ppN%2FjkzRTSkPpP6lGwzTQ%3D%3D&position=10&pageNum=19&trk=public_jobs_jserp-result_search-card'
"b'Software Engineer - C++ - Warsaw, Poland'",b'GTS',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/software-engineer-c%2B%2B-warsaw-poland-at-gts-3111320173?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=tvwDifEVt4F1RqhcGtiYZw%3D%3D&position=11&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Remote Data Scientist Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-scientist-jobs-at-turing-3390728683?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=5sqCZ86DMmwSo89TLwBaGw%3D%3D&position=12&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'2023 Business Internship in Swiss Bank in Wroclaw - May',b'Credit Suisse',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/2023-business-internship-in-swiss-bank-in-wroclaw-may-at-credit-suisse-3403585641?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=If5qOWZ69YdIYfhLjbHKXQ%3D%3D&position=13&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Azure Data Engineer [rekrutacja prowadzona online]',b'Capgemini',"b'Pozna\xc5\x84, Wielkopolskie, Poland'",b'https://pl.linkedin.com/jobs/view/azure-data-engineer-rekrutacja-prowadzona-online-at-capgemini-3389944022?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=u2cB2nMeke8%2Bk7JzpVjeuA%3D%3D&position=14&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Azure Data Engineer [rekrutacja prowadzona online]',b'Capgemini',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/azure-data-engineer-rekrutacja-prowadzona-online-at-capgemini-3389942049?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=2ius52dMJxHmWPUat7Sgiw%3D%3D&position=15&pageNum=19&trk=public_jobs_jserp-result_search-card'
"b'Support Engineer, Risk Technology'",b'Point72',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/support-engineer-risk-technology-at-point72-3351525662?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=aSseDrA4fefQs%2FfrKpFcUA%3D%3D&position=16&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Data Structure Designer (CN)',b'Accenture Poland',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-structure-designer-cn-at-accenture-poland-2936788092?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=PsMaWGflkim9z%2Fe424Gyhg%3D%3D&position=17&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Software Developer',b'Stibo Systems',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/software-developer-at-stibo-systems-3388040258?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=p3eGxEl9sRPt4Ufj1SgK5A%3D%3D&position=18&pageNum=19&trk=public_jobs_jserp-result_search-card'
b'Remote Data Scientist Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-scientist-jobs-at-turing-3390724929?refId=uUgCBVAa536lWBbAIk6%2BqA%3D%3D&trackingId=r%2B5eVtYf2zyfvNZ0TN3Ecg%3D%3D&position=19&pageNum=19&trk=public_jobs_jserp-result_search-card'
