Title,Company,Location,Apply 
b'Software Engineer',b'neptune.ai',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/software-engineer-at-neptune-ai-3384821643?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=9deDpa7w7qKNwN2qyKvHAQ%3D%3D&position=5&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Python/Data Modelling Developer',b'Luxoft Poland',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/python-data-modelling-developer-at-luxoft-poland-3399331008?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=pA1y8L7nepjg2greOqFVJg%3D%3D&position=6&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Python/Data Modelling Developer',b'Luxoft Poland',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/python-data-modelling-developer-at-luxoft-poland-3387587320?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=vejPcQHVDjbBShhAL31VOw%3D%3D&position=7&pageNum=9&trk=public_jobs_jserp-result_search-card'
"b'Data Science Lead (Warszawa, PL, 00-841)'",b'ISS A/S',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-science-lead-warszawa-pl-00-841-at-iss-a-s-3382396560?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=r%2BBCTZ1ZSyCItVEBRvq%2B6A%3D%3D&position=8&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Python/Data Modelling Developer',b'Luxoft Poland',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/python-data-modelling-developer-at-luxoft-poland-3394059418?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=FeXVehRWG1YU%2B6riHPIJhg%3D%3D&position=9&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Junior Data Developer (mo\xc5\xbcliwo\xc5\x9b\xc4\x87 pracy w 100% zdalnie)',b'Accenture Poland',"b'\xc5\x81\xc3\xb3d\xc5\xba, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/junior-data-developer-mo%C5%BCliwo%C5%9B%C4%87-pracy-w-100%25-zdalnie-at-accenture-poland-3368406226?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=jTTpq%2B8EKoNjgjmL%2FkT6ww%3D%3D&position=11&pageNum=9&trk=public_jobs_jserp-result_search-card'
"b'Data Engineer - Wroclaw, Poland'",b'FRG Technology Consulting',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-wroclaw-poland-at-frg-technology-consulting-3370097726?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=%2BvU7RWvJZzol%2FW9MzGTO1g%3D%3D&position=13&pageNum=9&trk=public_jobs_jserp-result_search-card'
"b'IT Senior Data Analyst | Finance, Accounting, Source to Pay (S2P) and Tableau is a must'",b'CORUS Consulting',b'Poland',b'https://pl.linkedin.com/jobs/view/it-senior-data-analyst-finance-accounting-source-to-pay-s2p-and-tableau-is-a-must-at-corus-consulting-3393697556?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=V6%2B9%2FASmghZub8%2FPT3whwA%3D%3D&position=14&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Intern - Software Engineer',b'StoneX Group Inc.',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/intern-software-engineer-at-stonex-group-inc-3312161257?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=ecFX8hXq446d2ytVhqgDig%3D%3D&position=15&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'QA Automation Engineer',b'Digital Turbine',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-digital-turbine-3232219883?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=twvzCBlLEkCjiUZVW6qDzQ%3D%3D&position=16&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'Michael Page',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-at-michael-page-3394242851?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=ysatpWDguqZr3QBW9FkfRg%3D%3D&position=17&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Data Engineering - Support Engineer',b'Accenture Poland',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineering-support-engineer-at-accenture-poland-3374980580?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=97MhdA5qU0NeUCvg9ftAng%3D%3D&position=18&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Data Steward',b'Bayer',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-steward-at-bayer-sp-z-o-o-3345597154?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=%2Bwx0Eoxh2jrC96LtkXUm1A%3D%3D&position=19&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Senior Data Architect',b'CORUS Consulting',b'Poland',b'https://pl.linkedin.com/jobs/view/senior-data-architect-at-corus-consulting-3393644175?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=lM%2BKO895ieUAstIG4%2F8sqA%3D%3D&position=20&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Data Modeler - Marketing',b'Mondel\xc4\x93z International',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-modeler-marketing-at-mondel%C4%93z-international-3397577724?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=colGzCfKb7gAJ0SmFdWlSQ%3D%3D&position=21&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'NATEK',"b'Bydgoszcz, Kujawsko-pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/python-developer-at-natek-3393546769?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=7pweqj%2BIK7Ma%2F%2FQD%2FMFWLQ%3D%3D&position=22&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'Adform',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-at-adform-3400718605?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=DB4lLNcauZueaWihTOCCXQ%3D%3D&position=23&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Embedded Software Engineer (Machine Learning)',b'Carrier',b'Gdansk Metropolitan Area',b'https://pl.linkedin.com/jobs/view/embedded-software-engineer-machine-learning-at-carrier-3388041388?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=3SM0XmKwOHtD3GTMv8I7Ig%3D%3D&position=24&pageNum=9&trk=public_jobs_jserp-result_search-card'
b'Junior Business Analysts in the Warsaw DFS Engineering Team',b'BNP Paribas',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/junior-business-analysts-in-the-warsaw-dfs-engineering-team-at-bnp-paribas-3391874387?refId=kuJYwJxj4R3iJ9Icu5wphA%3D%3D&trackingId=R0N%2BNgWdT8VU%2FEJm2GEfNg%3D%3D&position=25&pageNum=9&trk=public_jobs_jserp-result_search-card'
"b'Data Engineer - Wroclaw, Poland'",b'FRG Technology Consulting',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-wroclaw-poland-at-frg-technology-consulting-3370097726?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=3PG3w4yj%2BXtlaA2XKT68Lg%3D%3D&position=1&pageNum=10&trk=public_jobs_jserp-result_search-card'
"b'IT Senior Data Analyst | Finance, Accounting, Source to Pay (S2P) and Tableau is a must'",b'CORUS Consulting',b'Poland',b'https://pl.linkedin.com/jobs/view/it-senior-data-analyst-finance-accounting-source-to-pay-s2p-and-tableau-is-a-must-at-corus-consulting-3393697556?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=abOVDYDjiLHMQ7tDtyxteg%3D%3D&position=2&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Intern - Software Engineer',b'StoneX Group Inc.',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/intern-software-engineer-at-stonex-group-inc-3312161257?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=9RTvGIIFRnmO4fbm7GSqhA%3D%3D&position=3&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'QA Automation Engineer',b'Digital Turbine',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-digital-turbine-3232219883?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=LWx8Ze0VBLtH%2BSuJltGBWw%3D%3D&position=4&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Frontend Software Engineer',b'neptune.ai',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/frontend-software-engineer-at-neptune-ai-3404153126?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=3Yg4C%2BAwVaRoxuwn89BPIA%3D%3D&position=5&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Data Engineering - Support Engineer',b'Accenture Poland',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineering-support-engineer-at-accenture-poland-3374980580?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=vU746iOg0tisPq57xNMB4g%3D%3D&position=6&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Data Engineer / Quantitative Analyst',b'Jobs via eFinancialCareers',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-quantitative-analyst-at-jobs-via-efinancialcareers-3400910735?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=Aw74vBBanH7hFTzBmu5OPw%3D%3D&position=7&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Data Steward',b'Bayer',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-steward-at-bayer-sp-z-o-o-3345597154?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=v3Y6I1LMWzbFFOJM77ArKA%3D%3D&position=8&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Senior Data Architect',b'CORUS Consulting',b'Poland',b'https://pl.linkedin.com/jobs/view/senior-data-architect-at-corus-consulting-3393644175?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=PPguZ%2Bm8J%2FSX2FteeCcT8w%3D%3D&position=9&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Data Modeler - Marketing',b'Mondel\xc4\x93z International',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-modeler-marketing-at-mondel%C4%93z-international-3397577724?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=6is7iMqqG4hDc3XtWk6R4A%3D%3D&position=10&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'NATEK',"b'Bydgoszcz, Kujawsko-pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/python-developer-at-natek-3393546769?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=1sR5Z4jpJZgj6PZKQXgICw%3D%3D&position=11&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'Adform',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-at-adform-3400718605?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=6VciSNR%2F390c0fpbILKc9A%3D%3D&position=12&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Embedded Software Engineer (Machine Learning)',b'Carrier',b'Gdansk Metropolitan Area',b'https://pl.linkedin.com/jobs/view/embedded-software-engineer-machine-learning-at-carrier-3388041388?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=370hXQvfoQybfVeYHCyk6A%3D%3D&position=13&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Junior Business Analysts in the Warsaw DFS Engineering Team',b'BNP Paribas',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/junior-business-analysts-in-the-warsaw-dfs-engineering-team-at-bnp-paribas-3391874387?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=Z9PwYjDQOgFrgeT2hpqJSQ%3D%3D&position=14&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Researcher IT',b'speedapp',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/researcher-it-at-speedapp-3402775175?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=I1lPs71Yah8liOR1h%2BMeJA%3D%3D&position=16&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'{skills} matter',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-at-skills-matter-3393098726?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=cPhyBy7nIOVOkEY3aqN2yw%3D%3D&position=17&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Quality Assurance Automation Engineer',b'Inuits KRK',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-inuits-krk-3397913715?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=z170DteRbmU80%2FBE%2BKF%2Fdg%3D%3D&position=18&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Back-end/Data Software Engineer',b'Recruit4 Work SL',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/back-end-data-software-engineer-at-recruit4-work-sl-3376233245?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=8AFKz59tE0Cpfk2nfHAPEw%3D%3D&position=19&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Partner Support Specialist with Spanish',b'Synerise',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/partner-support-specialist-with-spanish-at-synerise-3383185432?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=I5mqzLQShBlc6tnWa%2FtBrg%3D%3D&position=20&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Analityk Biznesowo-Systemowy',b'P&P Solutions Sp. z o.o.',"b'Pozna\xc5\x84, Wielkopolskie, Poland'",b'https://pl.linkedin.com/jobs/view/analityk-biznesowo-systemowy-at-p-p-solutions-sp-z-o-o-3398127795?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=3RfKjUuGumScs72jRZpG%2Fw%3D%3D&position=21&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Analityk Biznesowo-Systemowy',b'P&P Solutions Sp. z o.o.',"b'\xc5\x81\xc3\xb3d\xc5\xba, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/analityk-biznesowo-systemowy-at-p-p-solutions-sp-z-o-o-3396207530?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=aR1xPnk3kPyVHBlxy151lQ%3D%3D&position=22&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Analityk Biznesowo-Systemowy',b'P&P Solutions Sp. z o.o.',"b'Olsztyn, Warmi\xc5\x84sko-mazurskie, Poland'",b'https://pl.linkedin.com/jobs/view/analityk-biznesowo-systemowy-at-p-p-solutions-sp-z-o-o-3398131005?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=t9Zsmwv1psuUgh9B4NVjUg%3D%3D&position=23&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'2023 Quant Strats Internship in Warsaw- June',b'Credit Suisse',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/2023-quant-strats-internship-in-warsaw-june-at-credit-suisse-3395854374?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=LNo4wxI2xJ22YLIQdTiL7g%3D%3D&position=24&pageNum=10&trk=public_jobs_jserp-result_search-card'
b'Data Governance Expert - 100% remote',b'Michael Page',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-governance-expert-100%25-remote-at-michael-page-3380458783?refId=MmQ4y0Xg%2Fu17h%2BcU9mEUuA%3D%3D&trackingId=gRVl64O%2FLY4a9kGcIvU9Cw%3D%3D&position=25&pageNum=10&trk=public_jobs_jserp-result_search-card'
"b'Python Software Engineer, Commercial Systems'",b'Canonical',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/python-software-engineer-commercial-systems-at-canonical-3314920504?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=KozFgCPWAvA6zROr2GDMWg%3D%3D&position=1&pageNum=11&trk=public_jobs_jserp-result_search-card'
"b'DATA REVIEW / ANNOTATION SPECIALIST, Wroclaw'",b'Luxoft',b'Wroclaw Metropolitan Area',b'https://pl.linkedin.com/jobs/view/data-review-annotation-specialist-wroclaw-at-luxoft-3370587847?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=nvtTSSF%2Bb6IEfpMKkz26bg%3D%3D&position=3&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Digital Hub Data Engineer I',b'Bayer',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/digital-hub-data-engineer-i-at-bayer-sp-z-o-o-3387807986?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=OkvdZsBBxUA4bqmJuImU1g%3D%3D&position=4&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Data Analyst with logistics background',b'KONGSBERG',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/data-analyst-with-logistics-background-at-kongsberg-3381713888?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=RVdZju1RSATTTWQK7G1EtA%3D%3D&position=5&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Math Libraries Intern - 2023',b'NVIDIA',b'Poland',b'https://pl.linkedin.com/jobs/view/math-libraries-intern-2023-at-nvidia-3398393698?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=WIUAUZiAgRJWEG5vMOv4YA%3D%3D&position=6&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Data Governance Engineer',b'Next Technology Professionals - IT Recruitment | IT Outsourcing',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-governance-engineer-at-next-technology-professionals-it-recruitment-it-outsourcing-3388484680?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=MfjfHzqrYlkzTNfh7jkkBA%3D%3D&position=7&pageNum=11&trk=public_jobs_jserp-result_search-card'
"b'Python Software Engineer, Commercial Systems'",b'Canonical',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/python-software-engineer-commercial-systems-at-canonical-3314922444?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=pJIrHkkJ2XM90%2FgAh8zG%2Fg%3D%3D&position=8&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'DATA REVIEW / ANNOTATION SPECIALIST',b'Luxoft',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-review-annotation-specialist-at-luxoft-3370232465?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=PguYJSva2unQTk7FWAv4QA%3D%3D&position=9&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Machine Learning Ops Data Engineer',b'ACCA Careers',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/machine-learning-ops-data-engineer-at-acca-careers-3401533999?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=b98J5oYyX6mKvBLQUfPzRw%3D%3D&position=10&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Digital Data Analyst/Consultant',b'Accenture Poland',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/digital-data-analyst-consultant-at-accenture-poland-3355057954?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=CcvucpyGm5SITAFwBXPoTQ%3D%3D&position=11&pageNum=11&trk=public_jobs_jserp-result_search-card'
"b'DATA REVIEW / ANNOTATION SPECIALIST, Wroclaw'",b'Luxoft',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-review-annotation-specialist-wroclaw-at-luxoft-3370758381?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=4rPBkhXRL%2FSLRVFY3dEL9A%3D%3D&position=12&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Paid internship in Pricing team',"b'PerkinElmer, Inc.'","b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/paid-internship-in-pricing-team-at-perkinelmer-inc-3400890443?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=TnVcW0rksGXLfb0yoFusMQ%3D%3D&position=14&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Data Engineer GCP',b'Gazelle Global',b'Poland',b'https://pl.linkedin.com/jobs/view/data-engineer-gcp-at-gazelle-global-3395775404?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=3HkittUV8lkDoN4WQCcZ3w%3D%3D&position=15&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Senior Marketing Data Scientist',b'Accenture Poland',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/senior-marketing-data-scientist-at-accenture-poland-3402855582?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=C5pWoTlY6ouzj7nOO66GDw%3D%3D&position=16&pageNum=11&trk=public_jobs_jserp-result_search-card'
"b'Python Software Engineer, Commercial Systems'",b'Canonical',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/python-software-engineer-commercial-systems-at-canonical-3314919804?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=V9WFzvy9%2FrO7Uh8LwQnslg%3D%3D&position=17&pageNum=11&trk=public_jobs_jserp-result_search-card'
"b'REMOTE AI Programmer \xe2\x80\x93 Unreal Engine \xe2\x80\x93 PC/Console Games \xe2\x80\x93 Hybrid/Onsite, Poland'",b'OPMjobs',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/remote-ai-programmer-%E2%80%93-unreal-engine-%E2%80%93-pc-console-games-%E2%80%93-hybrid-onsite-poland-at-opmjobs-3397627120?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=aPZhVsfqqoE1U%2FBjpkQzmQ%3D%3D&position=18&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Global Postgraduate',b'Danfoss',b'Warsaw Metropolitan Area',b'https://pl.linkedin.com/jobs/view/global-postgraduate-at-danfoss-3371320259?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=uaHRUbD0c2yTaYPEW3CZRQ%3D%3D&position=19&pageNum=11&trk=public_jobs_jserp-result_search-card'
"b'Study Start Up Specialist (Home-Based, Poland) - IQVIA Biotech'",b'PharmiWeb.Jobs: Global Life Science Jobs',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/study-start-up-specialist-home-based-poland-iqvia-biotech-at-pharmiweb-jobs-global-life-science-jobs-3377443608?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=5R%2Bv%2Be7dQNReQif7B3UV0Q%3D%3D&position=20&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'DXC Technology',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-at-dxc-technology-3381585822?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=MGNFu1Qfdcl5%2FzI8BVZHrg%3D%3D&position=21&pageNum=11&trk=public_jobs_jserp-result_search-card'
"b'GRADUATE SOFTWARE ENGINEER - Dubai, UAE'",b'Cobblestone Energy',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3389538133?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=DWvQXQ5AMB9UhI9jW8J0Aw%3D%3D&position=22&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Internship Program: Strategy & Consulting Edition (CN)',b'Accenture Poland',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/internship-program-strategy-consulting-edition-cn-at-accenture-poland-3392421293?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=aE7cpyQ3CsMj5zVo3mv0cg%3D%3D&position=23&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Solutions Consultant - AML Compliance Analyst',b'Silent Eight',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/solutions-consultant-aml-compliance-analyst-at-silent-eight-3398620894?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=6pVRwwtFpUMyd8KunOz09w%3D%3D&position=24&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Data Review / Annotation Specialist',b'Luxoft',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-review-annotation-specialist-at-luxoft-3369425189?refId=qedRkfoKtvK%2F9kmTudLmng%3D%3D&trackingId=lBabUqupVHwg3TwLGB2XLg%3D%3D&position=25&pageNum=11&trk=public_jobs_jserp-result_search-card'
b'Reporting Specialist',b'Advisory Group TEST Human Resources',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/reporting-specialist-at-advisory-group-test-human-resources-3302122222?refId=q3%2B38fVZ0P90BNDXK5jiXQ%3D%3D&trackingId=XZEUK6%2FKS3va348snXe10w%3D%3D&position=1&pageNum=12&trk=public_jobs_jserp-result_search-card'
b'Data Engineer (with Python) [rekrutacja prowadzona online]',b'Capgemini',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-with-python-rekrutacja-prowadzona-online-at-capgemini-3389938511?refId=q3%2B38fVZ0P90BNDXK5jiXQ%3D%3D&trackingId=rX6LvTkrXsu19D8nwk3frA%3D%3D&position=2&pageNum=12&trk=public_jobs_jserp-result_search-card'
